fecha,id_respuesta,canal,producto,satisfaccion,comentario,tienda,agente
2025-00-15,1599,tienda,Lavadora L2,3,El sonido se corta a veces,,Lucia
2025-12-13,2465,web,Smartphone S10,10,,,Laura
2025-12-11,1013,web,Portátil X1,3,Amable la atención,,Carmen
2025-12-02,2568,telefono,Smartphone S10,2,"Todo bien, entrega rápida",,Laura
2025-12-08,709,web,Smartphone S10,9,Buen rendimiento,,Laura
2025-12-09,1747,telefono,Smartphone S10,9,,Cartagena,Antonio
2025-12-27,1345,telefono,Smartphone S10,5,Muy buena atención,Lorca,Carmen
2025-11-26,208,tienda,Aspiradora V8,6,Amable la atención,Murcia,Laura
2025-12-18,3898,web,Aspiradora V8,5,Muy buena atención,,Antonio
2025-12-29,3223,telefono,Smartphone S10,7,  Podría ser más potente  ,Lorca,Miguel
2025-12-26,4115,telefono,Lavadora L2,1,El sonido se corta a veces,Lorca,Laura
2025-11-05,641,telefono,Auriculares H7,4,Muy buena atención,,Miguel
2025-11-11,4662,web,Televisor Z3,No Sabe,La entrega se retrasó,,Carmen
2025-12-18,1043,tienda,Lavadora L2,10,Amable la atención,Cartagena,Lucia
2025-11-01,3523,web,  Aspiradora V8  ,5,El sonido se corta a veces,,Carmen
2025-11-23,3637,web,Aspiradora V8,3,El sonido se corta a veces,,Lucia
2025-11-26,3050,tienda,Portátil X1,NS/NC,Muy útil la explicación del técnico (act.),,Miguel
2025-12-29,4876,web,Lavadora L2,6,Amable la atención,,Miguel
2025-11-13,2672,tienda,Televisor Z3,10,Podría ser más potente,Cartagena,Laura
2025-11-10,3536,telefono,Televisor Z3,10,La entrega se retrasó,,Lucia
2025-11-06,3581,tienda,Portátil X1,No contesta,,,Lucia
2025-11-07,2659,telefono,Televisor Z3,6,"Todo bien, entrega rápida",,Antonio
2025-12-29,4337,tienda,Auriculares H7,diez,,Lorca,Antonio
2025-11-07,3896,web,Portátil X1,6,La entrega se retrasó,,Miguel
2025-12-18,3760,web,Aspiradora V8,ocho,Muy buena atención,,Carmen
2025-12-24,2780,telefono,Portátil X1,8,Podría ser más potente,,Lucia
2025-11-23,4746,tienda,Smartphone S10,5,Buen rendimiento,,Miguel
2025-12-05,2944,tienda,Aspiradora V8,2,El sonido se corta a veces,,Laura
2025-11-16,2863,tienda,  Portátil X1  ,6,  Podría ser más potente  ,,Antonio
2025-12-02,3503,tienda,Lavadora L2,1,La entrega se retrasó,Murcia,Miguel
2025-11-29,189,telefono,Lavadora L2,10,Amable la atención,,Laura
2025-11-18,4841,web,Auriculares H7,4,"Todo bien, entrega rápida",,Antonio
2025-11-01,1223,tienda,Televisor Z3,6,Amable la atención,Murcia,Antonio
2025-11-10,4947,telefono,Lavadora L2,nueve,El sonido se corta a veces,Murcia,Laura
2025-11-22,1128,tienda,Aspiradora V8,4,"Todo bien, entrega rápida",,Antonio
2025-12-19,2300,telefono,Portátil X1,No Sabe,Muy útil la explicación del técnico,Lorca,Lucia
2025-11-18,1435,web,Smartphone S10,7,Podría ser más potente,,Carmen
2025-12-09,2164,tienda,  Lavadora L2  ,10,La entrega se retrasó,Murcia,Lucia
2025-12-18,3252,telefono,Televisor Z3,1,La entrega se retrasó,Cartagena,Carmen
2025-11-04,4446,telefono,Lavadora L2,NS/NC,La entrega se retrasó (act.),,Laura
2025-11-14,428,web,Aspiradora V8,5,,,Antonio
2025-11-08,4351,web,Portátil X1,1,Buen rendimiento,,Laura
2025-12-03,961,web,  Televisor Z3  ,10,La entrega se retrasó,,Miguel
2025-12-17,4356,tienda,  Portátil X1  ,diez,Amable la atención,Cartagena,Carmen
2025-12-11,2737,telefono,Lavadora L2,8,Muy útil la explicación del técnico,,Laura
2025-12-23,4635,telefono,Aspiradora V8,4,Podría ser más potente,,Miguel
2025-11-21,1689,web,Televisor Z3,No sabe/No contesta,  La entrega se retrasó  ,,Antonio
2025-12-06,403,tienda,Televisor Z3,9,La entrega se retrasó,Lorca,Laura
2025-11-17,2210,web,Smartphone S10,9,Muy útil la explicación del técnico,,Laura
2025-11-21,3808,telefono,  Smartphone S10  ,7,Podría ser más potente,Murcia,Antonio
2025-11-24,1525,telefono,Lavadora L2,8,Podría ser más potente,Murcia,Miguel
2025-11-27,3970,tienda,Aspiradora V8,2,La entrega se retrasó,,Lucia
31-12-2025,673,web,Portátil X1,No sabe/No contesta,El sonido se corta a veces,,Lucia
2025-12-10,3146,telefono,Smartphone S10,5,El sonido se corta a veces,Lorca,Carmen
2025-12-08,3590,tienda,Lavadora L2,6,,Murcia,Antonio
2025-11-10,972,web,Smartphone S10,ocho,El sonido se corta a veces,,Lucia
2025-11-03,3599,tienda,  Televisor Z3  ,1,La entrega se retrasó,,Antonio
2025-11-01,2639,web,  Portátil X1  ,No contesta,"Todo bien, entrega rápida",,Antonio
2025-11-23,55,tienda,Smartphone S10,7,,Lorca,Antonio
2025-12-13,2982,telefono,Smartphone S10,10,El sonido se corta a veces,Murcia,Laura
2025-11-17,172,telefono,  Smartphone S10  ,4,La entrega se retrasó,Lorca,Lucia
2025-11-11,3535,web,Televisor Z3,2,Podría ser más potente,,Carmen
2025-11-19,474,tienda,Auriculares H7,3,Muy buena atención,Lorca,Carmen
2025-12-10,4216,tienda,Televisor Z3,ns/nc,"Todo bien, entrega rápida",,Carmen
2025-11-26,2247,telefono,Aspiradora V8,9,,,Miguel
2025-12-23,1687,telefono,Auriculares H7,6,Muy buena atención,Murcia,Lucia
2025-11-07,4542,web,Portátil X1,7,La entrega se retrasó,,Lucia
2025-11-28,251,tienda,Smartphone S10,5,El sonido se corta a veces,,Carmen
2025-12-10,617,web,Televisor Z3,3,"  Todo bien, entrega rápida  ",,Miguel
xx,4936,telefono,Aspiradora V8,2,Muy útil la explicación del técnico,Murcia,Lucia
2025-12-25,2714,telefono,Smartphone S10,5,"Todo bien, entrega rápida",,Miguel
2025-12-25,1059,web,Auriculares H7,No sabe/No contesta,Amable la atención,,Lucia
2025-12-11,4892,web,Televisor Z3,ns/nc,La entrega se retrasó,,Lucia
2025-12-16,4948,web,  Aspiradora V8  ,7,Buen rendimiento,,Miguel
2025-12-15,329,telefono,Smartphone S10,10,"Todo bien, entrega rápida",,Antonio
2025-11-15,1671,tienda,Auriculares H7,10,Buen rendimiento,Lorca,Miguel
2025-12-04,2734,tienda,Aspiradora V8,4,Buen rendimiento,Lorca,Lucia
2025-11-24,211,telefono,Televisor Z3,4,Muy buena atención,Murcia,Miguel
2025-11-10,3344,tienda,  Televisor Z3  ,4,Buen rendimiento,,Carmen
2025-11-27,723,web,Portátil X1,5,La entrega se retrasó,,Miguel
2025-11-10,1466,telefono,Smartphone S10,nueve,Muy útil la explicación del técnico,,Lucia
2025-12-05,2322,tienda,Lavadora L2,5,"Todo bien, entrega rápida",,Lucia
2025-12-24,1336,telefono,Portátil X1,10,Amable la atención,,Miguel
2025-11-01,3554,web,Lavadora L2,4,La entrega se retrasó,,Miguel
2025-11-16,4621,telefono,Portátil X1,5,Muy útil la explicación del técnico,,Miguel
2025-13-01,861,tienda,Televisor Z3,NA,Buen rendimiento,,Miguel
2025-12-26,153,tienda,Aspiradora V8,ocho,,,Carmen
2025-11-29,2070,telefono,Auriculares H7,No Sabe,Muy útil la explicación del técnico,Murcia,Antonio
2025-11-11,4355,tienda,Smartphone S10,2,Amable la atención,Murcia,Antonio
2025-11-02,3669,tienda,Lavadora L2,7,Amable la atención,,Miguel
2025-12-30,3367,web,Portátil X1,6,Muy buena atención,,Lucia
2025-12-03,1916,web,Televisor Z3,No contesta,Muy buena atención,,Laura
2025-12-29,1344,telefono,  Auriculares H7  ,0,La entrega se retrasó,Cartagena,Antonio
2025-11-06,4004,web,Televisor Z3,6,,,Antonio
2025-11-04,1679,web,Smartphone S10,9,"  Todo bien, entrega rápida  ",,Antonio
2025-11-17,2680,telefono,Smartphone S10,1,Amable la atención,Cartagena,Miguel
2025-12-18,1570,telefono,Lavadora L2,3,La entrega se retrasó,Lorca,Carmen
2025-11-29,3445,tienda,Smartphone S10,ocho,"Todo bien, entrega rápida",Murcia,Carmen
2025-11-01,3251,tienda,Aspiradora V8,2,Muy buena atención,Lorca,Antonio
2025-11-29,4559,tienda,Auriculares H7,  NS/NC  ,El sonido se corta a veces,,Antonio
2025-11-14,1171,telefono,  Portátil X1  ,10,Buen rendimiento,,Antonio
2025-11-10,3882,telefono,Smartphone S10,1,  Muy útil la explicación del técnico  ,Murcia,Laura
2025-12-28,4443,telefono,  Televisor Z3  ,6,Amable la atención,Lorca,Laura
2025-11-25,1375,web,Auriculares H7,2,La entrega se retrasó,,Laura
2025-12-17,701,telefono,Portátil X1,11,Podría ser más potente,,Lucia
xx,2555,tienda,Aspiradora V8,9,"Todo bien, entrega rápida",,Carmen
2025-12-17,1543,tienda,Portátil X1,10,La entrega se retrasó,,Laura
2025-12-29,652,web,Smartphone S10,8,Muy buena atención,,Lucia
2025-12-10,1719,web,Smartphone S10,8,,,Laura
2025-00-15,2118,web,Auriculares H7,11,,,Laura
2025-12-21,3783,telefono,Lavadora L2,3,Podría ser más potente,Cartagena,Laura
2025-12-26,1874,tienda,Portátil X1,No sabe/No contesta,Muy buena atención,,Laura
2025-11-03,3112,web,Portátil X1,1,Muy útil la explicación del técnico,,Laura
2025-11-02,719,web,Aspiradora V8,10,Podría ser más potente,,Laura
2025-12-07,4714,tienda,Portátil X1,No contesta,"Todo bien, entrega rápida",Lorca,Miguel
2025-11-24,1722,web,Televisor Z3,9,,,Antonio
2025-11-11,975,tienda,Lavadora L2,8,  Muy buena atención  ,,Laura
2025-12-19,188,tienda,Lavadora L2,1,Muy útil la explicación del técnico,,Antonio
2025-11-09,2548,telefono,Portátil X1,3,Amable la atención,Lorca,Antonio
2025-12-23,2205,telefono,Aspiradora V8,5,Muy buena atención,,Miguel
2025-12-22,4629,web,Lavadora L2,diez,  Buen rendimiento  ,,Carmen
2025-11-24,3033,web,Portátil X1,1,La entrega se retrasó,,Antonio
2025-11-29,222,web,Aspiradora V8,4,"Todo bien, entrega rápida",,Miguel
2025-11-25,2462,web,Smartphone S10,4,La entrega se retrasó,,Carmen
2025-12-07,1775,tienda,Televisor Z3,6,,Cartagena,Carmen
2025-11-15,306,telefono,Lavadora L2,1,Buen rendimiento,,Lucia
2025-11-30,371,telefono,Aspiradora V8,10,,,Lucia
2025-12-08,1078,telefono,Auriculares H7,6,Amable la atención,Murcia,Lucia
2025-12-23,2013,tienda,Smartphone S10,2,Muy buena atención,,Laura
2025-12-08,4891,telefono,Aspiradora V8,10,Podría ser más potente,Cartagena,Lucia
2025-12-25,1701,tienda,Portátil X1,10,Podría ser más potente,Lorca,Antonio
2025-11-13,1062,web,Lavadora L2,7,Muy buena atención,,Carmen
2025-12-27,2805,telefono,Portátil X1,3,,Murcia,Carmen
2025-12-25,4265,telefono,Auriculares H7,7,Podría ser más potente,,Laura
2025-11-30,1737,tienda,Auriculares H7,9,Podría ser más potente,Lorca,Laura
2025-12-16,927,tienda,Aspiradora V8,NS/NC,Muy buena atención (act.),Murcia,Miguel
2025-12-20,4285,web,Smartphone S10,7,Buen rendimiento,,Antonio
2025-12-29,1550,telefono,  Lavadora L2  ,10,Amable la atención,,Miguel
2025-12-14,4360,tienda,Televisor Z3,4,"Todo bien, entrega rápida",Murcia,Laura
2025-12-26,532,web,Lavadora L2,9,Muy buena atención,,Lucia
2025-11-08,3748,telefono,Aspiradora V8,7,  El sonido se corta a veces  ,,Laura
2025-12-07,4579,tienda,Televisor Z3,10,Buen rendimiento,,Lucia
2025-11-12,3936,web,  Aspiradora V8  ,5,Buen rendimiento,,Carmen
2025-12-17,1833,tienda,Auriculares H7,10,Amable la atención,Murcia,Lucia
2025-12-01,4817,tienda,  Auriculares H7  ,NS/NC,"Todo bien, entrega rápida (act.)",,Carmen
2025-11-30,742,telefono,Televisor Z3,NA,El sonido se corta a veces,Cartagena,Antonio
2025-11-18,736,telefono,Auriculares H7,1,Buen rendimiento,,Antonio
2025-11-12,1108,telefono,Auriculares H7,9,El sonido se corta a veces,,Miguel
2025-11-13,962,telefono,Smartphone S10,100,,Cartagena,Laura
2025-11-30,3574,web,Auriculares H7,4,  Muy buena atención  ,,Miguel
2025-12-26,4306,telefono,  Smartphone S10  ,nueve,Muy buena atención,Lorca,Carmen
2025-12-05,1641,telefono,Televisor Z3,5,Podría ser más potente,Lorca,Laura
2025-11-17,4164,web,  Lavadora L2  ,10,Amable la atención,,Laura
2025-11-26,3688,tienda,Lavadora L2,9,,,Carmen
2025-11-22,1901,tienda,Portátil X1,4,Muy buena atención,Lorca,Carmen
2025-12-10,3605,tienda,Auriculares H7,5,"Todo bien, entrega rápida",,Laura
2025-12-03,2743,web,Portátil X1,4,Podría ser más potente,,Antonio
2025-12-27,3553,telefono,Auriculares H7,5,Muy útil la explicación del técnico,,Lucia
2025-11-21,184,web,Smartphone S10,2,La entrega se retrasó,,Lucia
2025-11-25,3826,tienda,Aspiradora V8,No sabe/No contesta,Podría ser más potente,Lorca,Antonio
2025-11-06,2461,tienda,Auriculares H7,6,Amable la atención,Cartagena,Carmen
2025-12-21,758,tienda,Televisor Z3,10,Podría ser más potente,,Laura
2025-11-06,4127,tienda,Auriculares H7,6,Muy útil la explicación del técnico,Murcia,Laura
2025-12-29,4204,telefono,Televisor Z3,3,  Podría ser más potente  ,,Lucia
2025-12-29,3725,web,Auriculares H7,100,El sonido se corta a veces,,Carmen
2025-11-15,3028,telefono,Smartphone S10,6,La entrega se retrasó,Cartagena,Miguel
2025-12-06,2667,telefono,Televisor Z3,6,,Murcia,Miguel
2025-12-19,2502,telefono,Aspiradora V8,11,Buen rendimiento,Lorca,Miguel
2025-12-21,2336,telefono,Auriculares H7,3,La entrega se retrasó,,Carmen
2025-12-19,1423,tienda,Lavadora L2,-1,Podría ser más potente,,Antonio
2025-12-30,4759,tienda,Aspiradora V8,6,,Murcia,Lucia
2025-11-01,4471,tienda,Smartphone S10,1,,,Carmen
2025-00-15,4600,telefono,Portátil X1,6,Podría ser más potente,,Lucia
2025-11-10,1675,web,Aspiradora V8,6,Buen rendimiento,,Laura
2025-12-04,3595,tienda,  Smartphone S10  ,8,"Todo bien, entrega rápida",,Laura
2025-12-05,2346,tienda,Televisor Z3,4,Buen rendimiento,,Laura
2025-12-04,4656,web,Portátil X1,2,,,Antonio
2025-11-22,2937,telefono,  Portátil X1  ,3,"Todo bien, entrega rápida",,Miguel
2025-11-21,4122,tienda,Portátil X1,NS/NC,  Buen rendimiento   (act.),Lorca,Lucia
2025-12-30,4075,web,  Lavadora L2  ,5,,,Miguel
2025-12-29,2845,web,Aspiradora V8,4,Buen rendimiento,,Antonio
2025-11-03,4905,telefono,Smartphone S10,2,Muy útil la explicación del técnico,Murcia,Laura
2025-11-16,230,telefono,Lavadora L2,5,Muy útil la explicación del técnico,Murcia,Antonio
2025-11-10,1245,tienda,  Auriculares H7  ,8,Podría ser más potente,Cartagena,Miguel
2025-12-11,3746,web,Televisor Z3,0,Amable la atención,,Carmen
31-12-2025,107,telefono,Auriculares H7,10, (act.),,Laura
2025-11-15,1243,web,Auriculares H7,6,Podría ser más potente,,Laura
2025-11-08,3546,tienda,Televisor Z3,7,  Buen rendimiento  ,,Laura
2025-12-27,1142,telefono,Portátil X1,10,El sonido se corta a veces,Lorca,Antonio
2025-11-22,761,tienda,  Portátil X1  ,9,La entrega se retrasó,,Antonio
2025-12-14,2305,web,Lavadora L2,5,"Todo bien, entrega rápida",,Laura
2025-11-09,3458,telefono,Portátil X1,9,Podría ser más potente,,Antonio
2025-12-04,3587,telefono,Aspiradora V8,10,,Murcia,Antonio
2025-12-23,1016,web,Aspiradora V8,10,Podría ser más potente,,Laura
2025-11-18,3644,web,Auriculares H7,  NS/NC  ,,,Carmen
2025-12-24,1645,telefono,Lavadora L2,10,Buen rendimiento,Lorca,Laura
2025-11-17,3472,tienda,Televisor Z3,NA,"  Todo bien, entrega rápida  ",,Miguel
2025-12-06,4000,telefono,Portátil X1,6,,,Miguel
2025-11-08,986,web,Lavadora L2,6,Muy buena atención,,Carmen
2025-11-03,1538,web,Lavadora L2,1,Muy buena atención,,Miguel
2025-11-28,3195,telefono,Aspiradora V8,No sabe/No contesta,Buen rendimiento,Cartagena,Laura
2025-12-13,707,telefono,Aspiradora V8,5,El sonido se corta a veces,,Miguel
2025-12-30,2135,web,Portátil X1,1,  Buen rendimiento  ,,Miguel
2025-11-09,3180,tienda,Aspiradora V8,6,Muy buena atención,Murcia,Miguel
2025-12-10,4801,web,Lavadora L2,4,"Todo bien, entrega rápida",,Antonio
2025-11-08,3060,tienda,Televisor Z3,7,  Muy útil la explicación del técnico  ,Lorca,Laura
2025-11-02,665,tienda,Televisor Z3,10,"  Todo bien, entrega rápida  ",,Carmen
2025-11-09,1236,telefono,Televisor Z3,8,Muy útil la explicación del técnico,,Carmen
2025-11-11,1777,tienda,Lavadora L2,No contesta,Muy útil la explicación del técnico,Murcia,Miguel
2025-12-01,1258,tienda,Portátil X1,diez,  La entrega se retrasó  ,Lorca,Antonio
2025-12-28,3687,web,Televisor Z3,1,Amable la atención,,Laura
2025-12-17,2154,tienda,  Auriculares H7  ,  NS/NC  ,"  Todo bien, entrega rápida  ",,Carmen
2025-11-09,1490,tienda,Televisor Z3,8,Podría ser más potente,,Lucia
2025-11-07,1966,web,Portátil X1,8,Buen rendimiento,,Miguel
2025-12-24,3710,web,Auriculares H7,-1,"Todo bien, entrega rápida",,Lucia
2025-12-05,1527,telefono,Smartphone S10,9,El sonido se corta a veces,Lorca,Antonio
2025-12-23,2204,web,Smartphone S10,2,"Todo bien, entrega rápida",,Lucia
2025-11-17,181,telefono,Televisor Z3,10,Muy útil la explicación del técnico,Cartagena,Laura
2025-11-06,1626,telefono,Televisor Z3,8,Amable la atención,Murcia,Antonio
2025-11-10,1954,telefono,Smartphone S10,3,"Todo bien, entrega rápida",Cartagena,Miguel
2025-11-16,2044,telefono,Televisor Z3,9,"Todo bien, entrega rápida",,Antonio
2025-12-30,597,web,Smartphone S10,7,Muy útil la explicación del técnico,,Miguel
2025-11-17,4475,telefono,Portátil X1,10,La entrega se retrasó,Cartagena,Carmen
2025-11-13,2750,tienda,  Portátil X1  ,6,La entrega se retrasó,Lorca,Miguel
2025-11-25,4353,web,Aspiradora V8,3,,,Carmen
2025-12-29,432,tienda,Portátil X1,1,Buen rendimiento,,Antonio
2025-12-26,1832,web,Portátil X1,100,Muy buena atención,,Miguel
2025-11-11,677,telefono,Portátil X1,2,Podría ser más potente,Cartagena,Lucia
31-12-2025,2248,web,Smartphone S10,No contesta,Muy útil la explicación del técnico,,Miguel
2025-11-04,80,web,Lavadora L2,10,La entrega se retrasó (act.),,Lucia
2025-11-21,4106,telefono,Smartphone S10,9,,,Lucia
2025-11-24,666,tienda,Auriculares H7,6,"Todo bien, entrega rápida",,Carmen
2025-12-17,4871,tienda,Auriculares H7,6,"Todo bien, entrega rápida",Lorca,Miguel
2025-12-13,1096,tienda,Smartphone S10,7,Amable la atención,Murcia,Lucia
2025-12-12,3795,web,Aspiradora V8,4,La entrega se retrasó,,Lucia
2025-12-27,4587,tienda,Smartphone S10,4,Podría ser más potente,Murcia,Carmen
2025-12-29,2547,web,Auriculares H7,5,La entrega se retrasó,,Lucia
2025-11-26,4261,tienda,Televisor Z3,ocho,El sonido se corta a veces,Murcia,Laura
2025-11-14,3839,tienda,Smartphone S10,2,Muy buena atención,,Antonio
2025-12-02,4082,web,Lavadora L2,4,Buen rendimiento,,Antonio
2025-12-09,2579,tienda,Televisor Z3,1,"Todo bien, entrega rápida",,Miguel
2025-11-29,1277,web,Televisor Z3,8,"Todo bien, entrega rápida",,Carmen
2025-11-22,767,tienda,Smartphone S10,3,Muy útil la explicación del técnico,,Lucia
2025-11-05,133,tienda,Auriculares H7,1,Muy útil la explicación del técnico,,Lucia
2025-12-02,4050,tienda,Aspiradora V8,7,Muy buena atención,Murcia,Miguel
2025-11-22,4688,web,Auriculares H7,8,La entrega se retrasó,,Miguel
xx,3222,telefono,Smartphone S10,4,"Todo bien, entrega rápida",Murcia,Lucia
2025-12-06,3046,telefono,Televisor Z3,4,,,Lucia
2025-12-27,1748,tienda,  Auriculares H7  ,9,Buen rendimiento,,Miguel
2025-11-25,2144,telefono,Portátil X1,4,Muy buena atención,Murcia,Carmen
2025-11-19,3567,telefono,Aspiradora V8,10,Muy útil la explicación del técnico,,Carmen
2025-11-01,3405,telefono,  Smartphone S10  ,4,Muy buena atención,Lorca,Carmen
2025-12-10,2961,web,Televisor Z3,6,,,Carmen
2025-11-15,2732,telefono,Televisor Z3,7,Amable la atención,,Laura
2025-12-10,3127,telefono,Lavadora L2,8,,Cartagena,Lucia
2025-12-08,1407,tienda,Televisor Z3,6,La entrega se retrasó,,Antonio
2025-11-17,427,telefono,Auriculares H7,2,Amable la atención,,Antonio
2025-12-21,1210,web,Televisor Z3,6,El sonido se corta a veces,,Laura
2025-11-11,4135,tienda,  Portátil X1  ,5,"Todo bien, entrega rápida",Lorca,Antonio
2025-11-10,743,web,Auriculares H7,0,Podría ser más potente (act.),,Antonio
2025-12-07,445,web,  Smartphone S10  ,3,La entrega se retrasó,,Lucia
2025-11-07,3065,web,Televisor Z3,6,,,Carmen
2025-13-01,4836,telefono,Aspiradora V8,4,Muy útil la explicación del técnico,Murcia,Lucia
2025-12-22,3162,tienda,Lavadora L2,NS/NC,Muy buena atención (act.),Murcia,Lucia
2025/12/40,800,tienda,  Televisor Z3  ,8,  Buen rendimiento  ,,Miguel
2025-12-22,3311,web,Televisor Z3,8,Muy útil la explicación del técnico,,Carmen
2025-12-20,3341,web,Lavadora L2,10, (act.),,Miguel
2025-11-04,1129,web,Aspiradora V8,7,La entrega se retrasó,,Antonio
2025-11-25,771,telefono,Auriculares H7,3,,Cartagena,Carmen
2025-11-17,416,tienda,Smartphone S10,No sabe/No contesta,Muy útil la explicación del técnico,Murcia,Carmen
2025-11-01,3666,telefono,  Aspiradora V8  ,1,Buen rendimiento,Murcia,Antonio
2025-12-02,132,telefono,Smartphone S10,3,Muy buena atención,Murcia,Antonio
2025-11-29,1703,telefono,Aspiradora V8,ocho,El sonido se corta a veces,,Lucia
2025-12-31,4555,web,Smartphone S10,No sabe/No contesta,Podría ser más potente,,Antonio
2025-12-30,2433,telefono,Televisor Z3,2,El sonido se corta a veces,,Laura
2025-11-08,774,tienda,Lavadora L2,10,"Todo bien, entrega rápida",Murcia,Carmen
2025-11-20,2023,tienda,Portátil X1,5,,Cartagena,Lucia
2025-11-25,246,tienda,  Televisor Z3  ,10,Muy útil la explicación del técnico,,Antonio
2025-12-17,2080,web,Aspiradora V8,6,,,Carmen
2025-12-03,3548,telefono,Smartphone S10,7,Buen rendimiento,Cartagena,Carmen
